Pathway,Description,F_MC1,F_MC2,F_MC3,F_MC4,F_MC5,S_MC1,S_MC2,S_MC3,S_MC4,S_MC5,Total
Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",0.1465253741265563,0.1495004250502281,0.1470437650620306,0.14213104665555637,0.145646707718246,0.14936158501997293,0.148042825789904,0.15599606494641088,0.14864495667957267,0.1592130662861953,0.1493322151065049
Signal transduction,PI3K-Akt signaling pathway,0.14560405812600713,0.15263925750377133,0.14411511004789931,0.14957587144552076,0.15838448631425614,0.14881812801512842,0.1406672254863496,0.14234497532561455,0.14290018168399088,0.13899251182602554,0.1463025137494066
Endocrine and metabolic diseases,Type I diabetes mellitus,0.14042843000527497,0.14593766982278675,0.1480550991676299,0.15078365037215632,0.14517232135215052,0.14713430221323312,0.14362864075974643,0.14763006104314974,0.14132146489131192,0.1417533219924329,0.14515771351108858
"Folding, sorting and degradation",Protein processing in endoplasmic reticulum,0.13900129345540468,0.1463976711306336,0.13595069409123836,0.1419517669711339,0.1369664465513928,0.1437399232157616,0.13725880413394947,0.1475153460043195,0.14249673183697292,0.14253396486707223,0.14158379315449926
Signal transduction,HIF-1 signaling pathway,0.14593826098895143,0.13768470518200493,0.14586387527216477,0.14250847757012997,0.14831134602993115,0.1403900898744249,0.13561046921762482,0.13385606245217815,0.13482241409478352,0.13750738635719953,0.14001581413559233
Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,0.11457738693104222,0.14200510962237048,0.12759665298977751,0.14097988236610684,0.1237744682431636,0.145183202474529,0.11454530774459451,0.16614015195154042,0.13279639421084552,0.15550025261413022,0.13683273356980896
Cell motility,Flagellar assembly,0.1399948695344283,0.1341309695880508,0.15408096488015902,0.13098739890277059,0.08632822530243646,0.11434869929802281,0.16706852202748176,0.1452374330904051,0.18549922313977826,0.09599051347546682,0.13597528835499126
Amino acid metabolism,Lysine degradation,0.12679837270303276,0.14782277322161014,0.16652248132508365,0.13766792609072345,0.15622451434948106,0.1318729604214518,0.13007876898995901,0.12402334483815922,0.11698291433751123,0.12900599505167618,0.13591338228883526
Cancers: Overview,Central carbon metabolism in cancer,0.13658058082651078,0.1273121266717327,0.1337594701957732,0.1351674462816733,0.1384400722843702,0.13300442008727562,0.1365044813756314,0.1337167656193129,0.13426109256849766,0.13138600381582044,0.1339656511327623
Metabolism of cofactors and vitamins,Riboflavin metabolism,0.11655550657928015,0.1345278334614873,0.12536329017324577,0.12839256136507704,0.11987844404501785,0.14713430221323312,0.12796480274133928,0.14787587898350021,0.1365765438644268,0.15005479256176812,0.13382797943340038
Cancers: Overview,MicroRNAs in cancer,0.12392603458367356,0.1356101894799505,0.1294402307864429,0.12916629473995295,0.14005500459448242,0.1336280592731628,0.11097857173921405,0.12473621686517558,0.13223507268455967,0.12513134078364932,0.1284014969478138
Cancers: Overview,Pathways in cancer,0.12346537658339896,0.12721291070337357,0.12171827350098163,0.1259392604203486,0.1273878792870397,0.1290309475600518,0.12175328076852265,0.12560477358774727,0.12619209562813852,0.12332253412289966,0.1252193403531671
Carbohydrate metabolism,Inositol phosphate metabolism,0.12825260678233097,0.1280878151516313,0.13225300376764093,0.12065522761631807,0.12252289570282662,0.11872308273045985,0.12139008832933247,0.10145725791398567,0.11512353678168935,0.11347881787439892,0.11981041331917698
Metabolism of other amino acids,beta-Alanine metabolism,0.0926825831532853,0.11624503638294659,0.10341944702779442,0.11546555254093097,0.09736023164589055,0.13118695731697594,0.11551382091576831,0.12986561788715548,0.11904401681684211,0.13571761976656302,0.11610251714777244
Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,0.11404446885229318,0.11632621308433132,0.1051576775217932,0.119626728374105,0.10093326938201384,0.11856271836837458,0.1084455372915287,0.11855799263103366,0.1143078664388052,0.11938123960947675,0.11381291667113638
Immune system,IL-17 signaling pathway,0.11021468469314757,0.11564072093930462,0.1117102797476553,0.11335193941931876,0.11195518239852977,0.10894085664325852,0.1037892239685777,0.1116341206444953,0.10836136651971445,0.10508214695449794,0.11006528974085558
Endocrine system,Estrogen signaling pathway,0.10904045841793784,0.11574895654115096,0.11163653663578868,0.11367275569670633,0.11203592901403538,0.10918140318638642,0.10405929014130887,0.11174064175198052,0.10814210029850904,0.10470134555223487,0.10999229602105967
Immune system,Antigen processing and presentation,0.108986263359082,0.11560464240535585,0.11161546717525536,0.11358783374092728,0.11194508907159156,0.10878049228117326,0.1038078492218695,0.11156856919373517,0.10809824705426796,0.10458710513155593,0.10985185240828779
Endocrine system,Progesterone-mediated oocyte maturation,0.1089501333198448,0.11559562277186866,0.11156279352392207,0.11337081096504745,0.11178359584058034,0.10866467357522278,0.10376128608863999,0.1114210784295249,0.10792283407730363,0.10461566523672566,0.1097576073523488
Cancers: Specific types,Prostate cancer,0.10889593826098895,0.11545130863607356,0.11153118933312207,0.1134557329208265,0.11178359584058034,0.10878940141240022,0.10361228406230558,0.11140469056683487,0.10801931121463401,0.10464422534189541,0.10975206352552885
Immune system,Th17 cell differentiation,0.10884174320213312,0.11535209266771444,0.11159439771472202,0.11334250364645443,0.11181387582139493,0.10841521790086792,0.10357503355572197,0.1113719148414548,0.1079140634284554,0.10454902499132962,0.1096670581809564
Translation,RNA transport,0.11417092398962345,0.10488931782257029,0.10837077025312428,0.10502958775297071,0.10169026890237895,0.10370228748180645,0.11204021117684687,0.09627049937259068,0.1067914203758837,0.12162796788282894,0.10730446398452445
Carbohydrate metabolism,Ascorbate and aldarate metabolism,0.09142706428979182,0.10359951023390164,0.09211568145166898,0.10534096825749395,0.08869006380597556,0.11711052997838022,0.10359365880901376,0.1148379478003965,0.10139747133423058,0.11260297464919386,0.10346259199830463
Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,0.09944793300045525,0.10341911756415777,0.10148105665872911,0.09567873684440958,0.09749144489608719,0.1039517431561613,0.09879765608637424,0.10942175918134103,0.10145886587616809,0.10718607470200149,0.10197499846828686
Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,0.10215768594324694,0.10108303249097472,0.09038798568793685,0.09827357438210313,0.09424139362198633,0.10171555121819452,0.09791295655501356,0.09860576980592019,0.10577402510949059,0.10309245962767334,0.09951446333136924
Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",0.11050372500704536,0.10000969610599872,0.0946756209064672,0.10208562661929657,0.0961591257402446,0.09255696431688033,0.09489566552174131,0.09610662074569036,0.09249526275329086,0.09141137661325324,0.0971195301451543
Signal transduction,AMPK signaling pathway,0.09657559488109604,0.09019633487193247,0.08658494806167284,0.09443321482631667,0.10312352132760357,0.10445956363609799,0.101386566293935,0.0934845627152853,0.10059934228904288,0.09710435757708634,0.09685712234234371
Digestive system,Protein digestion and absorption,0.07541242439789289,0.09344340292732205,0.08244479906687573,0.09712241009265363,0.0765276048454429,0.10533265849634,0.08857239202917384,0.1270796812298501,0.08981144420573661,0.09194449857642155,0.09346060444399257
Lipid metabolism,Biosynthesis of unsaturated fatty acids,0.0955639537824538,0.09531948669265825,0.09897379085526418,0.09413127009465778,0.09128404882909333,0.0875500325673292,0.09222294167436743,0.09011685693248381,0.08897823256515605,0.08713688087285013,0.09201736152853432
Signal transduction,MAPK signaling pathway - plant,0.09033413060286584,0.08372925766161493,0.0846781618834075,0.09248000984339826,0.08341125381729625,0.07748271428086517,0.07536708744528482,0.0767935245654881,0.07574332345319741,0.08531855417704391,0.08236925491956189
Biosynthesis of other secondary metabolites,Carbapenem biosynthesis,0.08957539977888415,0.0861645587031571,0.08417249483060786,0.0812231328162404,0.08915435684513284,0.07208378075732783,0.08347838525386547,0.0798990245452491,0.08172490596768105,0.07491315586020514,0.08213549022198767
Membrane transport,Phosphotransferase system (PTS),0.0760717976139722,0.07651355087186032,0.0666848425879534,0.06689019383530764,0.0699467556817356,0.08314001260998434,0.09153380730257069,0.07986624881986903,0.09872242343552456,0.10230229671797744,0.08146099129222806
Metabolism of terpenoids and polyketides,Zeatin biosynthesis,0.07867316043905223,0.07930061761940303,0.08187592363247613,0.08200630196398064,0.07787001732822368,0.08296182998544516,0.07509702127255367,0.0884534888694456,0.0757959473462867,0.07398019242466058,0.07970544613257975
Signal transduction,FoxO signaling pathway,0.0735065648281294,0.08056336630761009,0.07400648012328162,0.0854220517408718,0.08616673207142522,0.07801726215448274,0.07145578425400599,0.08167710764711753,0.07641866341451008,0.0730186688839463,0.07804414602887046
Neurodegenerative diseases,Alzheimer's disease,0.07916091596875474,0.07443903516980588,0.08036945720434385,0.07759036026346942,0.08005017594687519,0.07576325195406203,0.07319724543678965,0.07053336101789603,0.07276130284480381,0.075884199435976,0.07580166808020392
Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,0.07364205247526899,0.07343785585272743,0.07455428609714791,0.07257996487250479,0.07281326053218479,0.07881017483368212,0.07418438386125527,0.07785873564034017,0.07530479101078659,0.07594131964631547,0.07498487759539912
Xenobiotics biodegradation and metabolism,Benzoate degradation,0.06419404721473528,0.07129118308277543,0.09359054368900127,0.06163446834987015,0.0793840163689539,0.04582857103147873,0.05733784225881857,0.04456679258554096,0.05715831854382671,0.05708213019923624,0.0624096304254973
Signal transduction,Phosphatidylinositol signaling system,0.06497084305833556,0.06534724461471508,0.06452522288328826,0.0635688017870599,0.06026725514800047,0.05778462513805812,0.05933074436104159,0.059422390114054605,0.05806169537519301,0.05970965987485152,0.061233415168532944
Translation,Ribosome biogenesis in eukaryotes,0.05982231246703134,0.05918683494296209,0.05669791829516038,0.05687883882624269,0.058894562684405086,0.059138813084555944,0.0668832845708681,0.051162907318278675,0.05958778827478267,0.06932489528199438,0.059660816293942716
Metabolism of terpenoids and polyketides,Biosynthesis of vancomycin group antibiotics,0.05623640607273699,0.05786094882034468,0.05265258187276321,0.06122873011670353,0.05215222028968656,0.06092954846117476,0.05645314272745788,0.06200347848773458,0.059201879725461155,0.06223246916484445,0.05825638016622407
Cancers: Overview,Viral carcinogenesis,0.0608881486245294,0.056679376833522366,0.06460950072542153,0.06024740973881214,0.06060033493696112,0.052029326365442406,0.05965668629364817,0.05224450625582076,0.054456958698576044,0.06125190555401701,0.058036475035699704
Endocrine and metabolic diseases,Type II diabetes mellitus,0.058196460701356326,0.05412682055664668,0.061491220566490375,0.05833194784735108,0.05895512264603429,0.047726215982821056,0.054320551225546326,0.05169551285570471,0.05216781934919154,0.05504484269712875,0.05500677367860139
Global and overview maps,Degradation of aromatic compounds,0.05833194834849591,0.050284456691102354,0.04717452213410037,0.0511513246975882,0.047499196571175725,0.05559297885622613,0.053221661281329886,0.047573965389161754,0.06014910980106853,0.056434767815389,0.05283728944973074
Excretory system,Proximal tubule bicarbonate reclamation,0.05029301461821387,0.05283701296797805,0.04878633586489925,0.04888673921014655,0.06157938764996665,0.0554682510190487,0.051591951618297036,0.0461973849231991,0.048528000077181714,0.04834273801729848,0.051145498298511775
Cell growth and death,Apoptosis,0.03996885590617751,0.051727598049053275,0.05031387175356485,0.04689579113577077,0.043532519084462575,0.055655342774814855,0.057179527605838235,0.06567435973030167,0.04746675156654752,0.047885776334582776,0.05087662269774459
Cancers: Overview,Proteoglycans in cancer,0.05086206273620013,0.0482189606225351,0.046047305995567826,0.048848996118689196,0.05125391419218663,0.04488420312142103,0.04668419737590669,0.04369823586296928,0.044528584202395,0.04511544613311884,0.046940505655585746
Metabolism of other amino acids,Phosphonate and phosphinate metabolism,0.041937943044606144,0.04443071455791394,0.03883101576290621,0.04412167391365475,0.04146338706213129,0.04704912200957215,0.04668419737590669,0.0475985471831968,0.05439556415663852,0.0511130682187624,0.04593337711662961
Digestive system,Carbohydrate digestion and absorption,0.04431349312445353,0.04607228785258311,0.03710331999917408,0.032232600104586104,0.03648737688159801,0.05098695801188817,0.04258664165170981,0.05273614213652171,0.056851345834139144,0.046905212723755335,0.04500478612428933
Drug resistance: Antineoplastic,Platinum drug resistance,0.054755074464010865,0.04361894754406655,0.04929200291769889,0.046150365079487894,0.05068868788364735,0.04003763573395516,0.04562255793827386,0.030465036740768756,0.04161672878478714,0.04776201587884727,0.044686016082142656
Aging,Longevity regulating pathway,0.03948110037647501,0.045585227644274674,0.04257084500757026,0.05187787920814239,0.04222038658249639,0.04688875764748688,0.03673831211808336,0.05317861442915257,0.04421284084385921,0.04126935197026169,0.04455481218073736
Lipid metabolism,Secondary bile acid biosynthesis,0.043934127712462696,0.04446679309186271,0.048017300555433115,0.04404618773074003,0.04709546349364767,0.038487446900464246,0.038824340486765405,0.045074816328931934,0.045449502331457725,0.038299101032609646,0.04331669085761698
Xenobiotics biodegradation and metabolism,Nitrotoluene degradation,0.0489020081075808,0.03928050383672659,0.045341479067701654,0.03608239543323691,0.03955574827081123,0.03791726250193885,0.050092618728306816,0.0317842596873163,0.04962433118320877,0.044525203959611064,0.04219314195544207
Lipid metabolism,Primary bile acid biosynthesis,0.04207343069174573,0.04170678524478158,0.04418265873836913,0.04177216647043404,0.04429961193176588,0.037498533334271764,0.038042079848509644,0.0428788427284677,0.04373922580605552,0.037309017386725624,0.04132460908698448
Metabolism of cofactors and vitamins,Lipoic acid metabolism,0.03988756331789377,0.038261285252673756,0.04027427380943853,0.04347060558601528,0.04064582758013698,0.04220255462210628,0.03985804204446053,0.043206599982268334,0.041151884395831666,0.04049822913067895,0.04097904388187476
Cellular community - prokaryotes,Biofilm formation - Pseudomonas aeruginosa,0.03348351386309606,0.035230688400976824,0.039610585802638994,0.03394991076589602,0.03139024677780631,0.042264918540695,0.048034528239562474,0.047139687027875916,0.054307857668156365,0.04030782842954741,0.04080441333704658
Metabolism of terpenoids and polyketides,Limonene and pinene degradation,0.03474806523639885,0.043898556182169535,0.038019841532373436,0.043838600727724546,0.0349632845139296,0.0445634743972505,0.03917822029930968,0.044960101290101716,0.04065195741148332,0.041012311023734115,0.04072125593474746
Xenobiotics biodegradation and metabolism,Naphthalene degradation,0.0437896075555138,0.0375397145736983,0.03187809378691106,0.03905466388550407,0.03590196391918232,0.04337855994406491,0.03995116831091955,0.03833121083198393,0.0474579809176993,0.044344323293536096,0.04032025246143832
Metabolism of terpenoids and polyketides,Insect hormone biosynthesis,0.032408645195788684,0.041318941004832264,0.03405878295210954,0.040866332275457384,0.032712472606710695,0.04236291898419155,0.03634718179895548,0.043182018188233286,0.03724894565837533,0.03946054530951205,0.0381544641171143
Infectious diseases: Parasitic,Amoebiasis,0.03683457500234845,0.038504815356827975,0.041685927665170874,0.03745058249856623,0.040706387541766184,0.035253432265078016,0.03624474290585055,0.040732032716073556,0.036898119704446675,0.036890135844236234,0.0380750025993618
Immune diseases,Primary immunodeficiency,0.03604874664893886,0.03834246195405849,0.03382701888624303,0.03843190287645762,0.035155057725755424,0.03765889769635703,0.035490420147532495,0.03703656967947143,0.03539833875140166,0.036071412829370604,0.036397071015192684
Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,0.035091300609152457,0.035880102012054736,0.03386915780730967,0.03592198729454313,0.03180407318227257,0.03454961089814823,0.034093526150647195,0.034627553864036785,0.033074116806624296,0.041040871128903846,0.03500279856997727
Endocrine system,Prolactin signaling pathway,0.03694296512006012,0.03486990306148909,0.03355311589930989,0.029666069885485574,0.03830417573047425,0.02695012196155193,0.034000399884188175,0.02386072807668602,0.030048242953989612,0.028959946642107513,0.03154067872092347
Neurodegenerative diseases,Amyotrophic lateral sclerosis (ALS),0.029608567154903932,0.034391862486667854,0.030571787233845304,0.03949814521012805,0.029401861370980633,0.02814394554596448,0.024156953519469768,0.0365531277301155,0.02982020608393599,0.026665618193472438,0.030959500875966217
Lipid metabolism,Synthesis and degradation of ketone bodies,0.03231832009769563,0.038604031325187096,0.05038761486543147,0.029826478024179356,0.04244243977513683,0.021595734094149385,0.028906393108879786,0.01810039434113991,0.025601523987943863,0.02638001714177512,0.030892050982990256
Signal transduction,MAPK signaling pathway - yeast,0.026338798603935284,0.030486361186713176,0.027727410061847296,0.03650700521213221,0.027393289310278558,0.02723521416081463,0.021987111510974603,0.03446367523713647,0.026996057154810287,0.026027775844681772,0.02859413476612429
Glycan biosynthesis and metabolism,N-Glycan biosynthesis,0.017595329108527413,0.021809473772033273,0.01896251447998675,0.0213154109005445,0.018127615181009686,0.027671761590935633,0.02081372055359095,0.026974421987792027,0.02293524673808606,0.024952011883288557,0.022258464682067214
Neurodegenerative diseases,Huntington's disease,0.02000700922761202,0.02116907979444255,0.0234292401130503,0.020258604339738397,0.021670372936318374,0.0190299043007851,0.020078023048564698,0.022672608031658728,0.023093118417353956,0.021010717369865643,0.021231932749241282
Cell growth and death,Apoptosis - fly,0.023547753072859837,0.020898490789826755,0.023018385632650584,0.020966287304563916,0.021831866167329596,0.018415174246124908,0.018066495693049866,0.018485509114355654,0.01931296876377266,0.019201910709115994,0.020305189699174307
Infectious diseases: Bacterial,Salmonella infection,0.019627643815621182,0.018950249956593012,0.019826362361852815,0.01938107746335476,0.01333328488536403,0.017738080272876,0.023002187815377922,0.019378647630962375,0.02589972604878323,0.016907582260480915,0.019482855387549576
Infectious diseases: Bacterial,Pertussis,0.011805490320762488,0.02058280361777499,0.014801296024656324,0.018041197716618454,0.0211253332816555,0.02204119065549735,0.013186679330597223,0.02871972936428039,0.0232773020431665,0.017231263452404538,0.01927218996839178
Biosynthesis of other secondary metabolites,Penicillin and cephalosporin biosynthesis,0.021009617816444948,0.01986123293879953,0.02005812642771932,0.01798458307943241,0.01800649525775127,0.012517329373877837,0.01393168946226938,0.013757610728281534,0.015155681209718056,0.012661646625247531,0.016409727387028384
Signal transduction,MAPK signaling pathway - fly,0.013792642478809732,0.015261219860330976,0.01684503369638823,0.015361438223145837,0.016199789735813222,0.016472983638647774,0.015412397098967797,0.019067278239851774,0.01804999532962949,0.015460536931881198,0.01622862904424361
Xenobiotics biodegradation and metabolism,Styrene degradation,0.013539732204149174,0.014674943683663413,0.021680474888784853,0.012285376269370934,0.018167988488762495,0.009523861281619509,0.01845762601217775,0.013716641071556457,0.01563806689636996,0.0167076615242928,0.015290798340536751
Xenobiotics biodegradation and metabolism,Chlorocyclohexane and chlorobenzene degradation,0.02038637463960286,0.014530629547868323,0.017508721703187766,0.014870778034200147,0.019702174183369104,0.012588602423693512,0.014369382914626775,0.011020837659046255,0.014506653194950035,0.013594610060792088,0.015191009457777795
Endocrine system,Thyroid hormone synthesis,0.013539732204149174,0.015333376928228521,0.011893710471058356,0.013002495007060789,0.012031245710336052,0.015813707927852787,0.01674410270933178,0.01585525715260558,0.0168834990328167,0.01823086713334513,0.015010835086129678
Lipid metabolism,Steroid hormone biosynthesis,0.011326767300869288,0.015477691064023613,0.012536329017324575,0.012832651095502667,0.013141511673538204,0.016490801901101696,0.01374543692935134,0.01860841808453089,0.013892707775574884,0.015460536931881198,0.01443982092367565
Cancers: Specific types,Renal cell carcinoma,0.012230018281799855,0.010318460709349076,0.010071202134926297,0.010596372926654038,0.013444311481684247,0.0197960895863036,0.01738667394789902,0.013184035534130428,0.01749744445219185,0.017707265205233393,0.014286441714990588
Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,0.018037922089183388,0.014124746040944627,0.012789162543724397,0.010568065608061018,0.012394605480111303,0.0138180625330139,0.01486295212685958,0.015625827074945135,0.016444966590405875,0.013051968062567193,0.014252254782934277
Cell growth and death,Meiosis - yeast,0.010549971457269002,0.010120028772630824,0.0097340907663932,0.010813395702533863,0.007610368511403845,0.014299155619269702,0.017870930533485926,0.022721771619728822,0.02209326444865728,0.010929000244950502,0.013931636798514299
Lipid metabolism,Arachidonic acid metabolism,0.010965466908497062,0.014368276145098842,0.010576869187725943,0.012200454313591872,0.011102659632021524,0.01326569639694242,0.013354306610223457,0.015699572457050278,0.015015350828146591,0.01453709353139322,0.013196155773735323
Infectious diseases: Viral,HTLV-I infection,0.014722990989168214,0.012600427981608965,0.014295628971856678,0.012370298225149994,0.013272724923734823,0.009229859951129852,0.011566282294210275,0.008734730813786847,0.011700045563520766,0.011595402698910897,0.011924771489695287
Infectious diseases: Bacterial,Bacterial invasion of epithelial cells,0.018444385030602143,0.012014151804941406,0.013473920011057253,0.013993251157816508,0.01391869784777971,0.009408042575669039,0.008223049328331459,0.007030393094023559,0.013761148042851636,0.00877747232216408,0.011829602462619616
Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,0.013205529341204865,0.012465133479301067,0.01155659910252526,0.009954740371878906,0.012273485556852884,0.009684225643704776,0.013242555090472632,0.007898949816595235,0.012392926822529866,0.012956767712001422,0.011511756391609607
Metabolism of terpenoids and polyketides,Nonribosomal peptide structures,0.013106171733302504,0.011752582433812801,0.012610072129191189,0.011907945354797325,0.01303048507721799,0.008677493815058375,0.011249652988249606,0.009619675399048554,0.010384448236288297,0.008168190078543145,0.010997104468491656
Signaling molecules and interaction,Neuroactive ligand-receptor interaction,0.012419700987795271,0.010219244740989949,0.012051731425058247,0.010841703021126884,0.011243966209156343,0.00611166402169409,0.007906420022370792,0.007145108132853781,0.00911270415329691,0.007320906958507784,0.009359827614335446
Lipid metabolism,Ether lipid metabolism,0.010549971457269002,0.006665509147035811,0.008396180022527467,0.008077021571875207,0.0058339429702804,0.011430415364188803,0.011985350493275863,0.00966883898711865,0.00987575060309174,0.008958352988239044,0.00919813266542047
Replication and repair,Fanconi anemia pathway,0.0067111547883141,0.007197667522780211,0.008080138114527688,0.0056897710371971374,0.005450396546628748,0.01287369462295621,0.012208853532777512,0.006309327135662169,0.01047215472477046,0.01587941847437059,0.009090952013568257
Biosynthesis of other secondary metabolites,Phenazine biosynthesis,0.006331789376323263,0.007179628255805825,0.00805906865399437,0.004887730343728221,0.007257102068566796,0.011305687527011372,0.011994663119921766,0.006309327135662169,0.010901916518333069,0.013708850481471014,0.008786041538471446
Transport and catabolism,Autophagy - yeast,0.009285420083966212,0.007856100767345319,0.008933451266127093,0.00825630125629767,0.009215207494577864,0.007902399398312915,0.009461628672236424,0.005072043502564782,0.010770356785609822,0.008691792006654885,0.008498686514971118
Infectious diseases: Bacterial,Staphylococcus aureus infection,0.007316332945537579,0.005556094228111041,0.004508864554130183,0.006010587314584704,0.0036335976977524987,0.010922594884252122,0.010774709029308606,0.006645278320807816,0.010919457816029501,0.012290365258041025,0.007928596323653747
Xenobiotics biodegradation and metabolism,Atrazine degradation,0.006367919415560485,0.009786302333604674,0.00852259678572738,0.010803959929669524,0.009003247628875635,0.007350033262241437,0.007170722517344534,0.005498127932505604,0.007840960070305521,0.00671162471488685,0.007854678632721187
Metabolism of terpenoids and polyketides,Biosynthesis of siderophore group nonribosomal peptides,0.00808409627932856,0.0069451177851388,0.007648214173594656,0.007001343465340424,0.004380503891179401,0.0069134858321204294,0.004265183003823113,0.009996596240919281,0.007367345032501832,0.010519638737517687,0.00736035407460969
Transcription,Basal transcription factors,0.006187269219374372,0.005447858626264721,0.005541268120262796,0.005350083214080891,0.004622743737696234,0.008641857290150537,0.010085574657511857,0.00794811340466533,0.008867125985546847,0.010367318176612454,0.007357582161199719
Xenobiotics biodegradation and metabolism,Xylene degradation,0.00982737067252455,0.007603551029703908,0.008016929732927733,0.007765641067351981,0.007226822087752192,0.006485847533226382,0.007170722517344534,0.005834079117651252,0.005876334728305032,0.005683460928776524,0.0071219695213521825
Endocrine system,Renin-angiotensin system,0.008075063769519254,0.005186289255136117,0.0062154908573289905,0.007501439427150455,0.005763289681712991,0.013132059428538033,0.006202209346170727,0.006022539538586616,0.005569362018617456,0.0057310611040594095,0.006963970456983836
Xenobiotics biodegradation and metabolism,Dioxin degradation,0.009429940240915102,0.007287863857652144,0.008627944088393971,0.007595797155793857,0.006994675568173559,0.0061651188090558464,0.006556089158715003,0.005629230834025857,0.0055167381255281575,0.005064658650099013,0.006849398036038366
Metabolism of other amino acids,D-Arginine and D-ornithine metabolism,0.006693089768695489,0.006719626947958969,0.008164415956660962,0.007001343465340424,0.007549808549774636,0.0055860252793034915,0.007207973023928142,0.004604989415898882,0.006841106101608844,0.007263786748168321,0.006705258538719874
"Folding, sorting and degradation",Proteasome,0.004371734747703936,0.0045278560105710105,0.004003197501330537,0.004255533561817428,0.003179397985533436,0.00807167289162514,0.008819057433669187,0.00367088124256708,0.006428885605742671,0.010938520280007078,0.005834877727988977
Infectious diseases: Viral,Epstein-Barr virus infection,0.005220790669778667,0.004455698942673465,0.004930253764796555,0.003915845738701181,0.004158450698538971,0.007252032818744883,0.007952983155600302,0.0042772321620982495,0.005867564079456816,0.009253474074992933,0.005726773105000108
Signal transduction,Phospholipase D signaling pathway,0.006006619023188259,0.004076874336211348,0.005351642975462928,0.004699014886441417,0.006096369470673637,0.005773117035069637,0.0038833653113411306,0.0032529907439712742,0.004525654805679697,0.010005556844462523,0.005318377862597712
Endocrine system,Oxytocin signaling pathway,0.002754915491838224,0.005366681924879982,0.0032868358431977036,0.006067201951770746,0.0028160382157581864,0.005416751785991264,0.004982255255557566,0.0034578390275966688,0.005718463049037136,0.007844508886619524,0.004781550632199994
Translation,mRNA surveillance pathway,0.002962663217452254,0.0032651073223639556,0.003476460987997571,0.002368378988949389,0.0026343583308705617,0.005773117035069637,0.006248772479400238,0.005711170147476015,0.004341471179867151,0.009748515897934943,0.0046817617494410374
Cancers: Overview,Choline metabolism in cancer,0.0035136463158198994,0.0037702067976467775,0.004666885508130073,0.0033402635939764292,0.005076943449915296,0.00743912457451103,0.0030917920464394615,0.0030071728036208,0.003025873852634681,0.003950814548479493,0.004066396972427473
Replication and repair,Non-homologous end-joining,0.0035226788256292043,0.004302365173391179,0.004445656172530227,0.004406505927646871,0.004895263565027672,0.003563652490783726,0.00439555977686574,0.002433597609469694,0.003324075913474041,0.004236415600176806,0.003912093792605753
Metabolism of cofactors and vitamins,Retinol metabolism,0.003432353727536148,0.002769027480568327,0.003318440033997681,0.003142112363825285,0.003724437640196311,0.003234014635386232,0.004050992590967367,0.0024991490602298203,0.004060810416724224,0.007254266713111745,0.0037254516230010378
Xenobiotics biodegradation and metabolism,Metabolism of xenobiotics by cytochrome P450,0.003793654119908374,0.0027780471140555203,0.0026336825666648266,0.0030194473165888625,0.003189491312471638,0.0033943789974714995,0.004190681990655897,0.002458179403504741,0.00454319610337613,0.007044825941867048,0.003698656460037985
Neurodegenerative diseases,Prion diseases,0.005699513689671867,0.0047894253816996146,0.0047827675410633255,0.003915845738701181,0.0032197712932862423,0.0016036436208526769,0.0028589763802919117,0.002671221618475152,0.004008186523634926,0.0011709643119589823,0.003458423964507164
Transport and catabolism,Endocytosis,0.0035588088648664273,0.001560396593284432,0.003508065178797549,0.002557094446236193,0.003300517908791853,0.0033231059476558247,0.0020860283686820465,0.0014912955047928762,0.003122350989965062,0.008225310288882608,0.0032311270648895415
Xenobiotics biodegradation and metabolism,Drug metabolism - cytochrome P450,0.0031884759626848954,0.00244432067502937,0.0023597795797316847,0.002811860313573378,0.0023921184843537285,0.0030023772234852894,0.003436359232337835,0.002056676767598967,0.003718755111643782,0.006483143873529,0.003183080565783377
Infectious diseases: Viral,Herpes simplex infection,0.003143313413638367,0.002290986905747085,0.0028022382509313754,0.0019154618914610595,0.0025838916961795546,0.0032874694227479876,0.0038181769248198175,0.002261525051224362,0.0029118554176078668,0.005074178685155591,0.0030001342807252905
Infectious diseases: Parasitic,African trypanosomiasis,0.0035136463158198994,0.0019211819327721617,0.0018330430663987196,0.003576157915584934,0.0024324917921065337,0.002565829793364283,0.003529485498796855,0.0025565065796449306,0.003701213813947349,0.004122175179497881,0.0029844267714021215
Xenobiotics biodegradation and metabolism,Caprolactam degradation,0.002989760746880171,0.0030035379512353515,0.00439298252119693,0.0031326765909609447,0.00233155852272452,0.0027618306803573883,0.0029521026467509317,0.0020484828362539505,0.0035345714858312357,0.001751686450410185,0.002871702292729967
