Pathway,Description,F_LW1,F_LW2,F_LW3,F_LW4,F_LW5,S_LW1,S_LW2,S_LW3,S_LW4,S_LW5,Total
Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,0.2298838711538642,0.1620381460520227,0.18450874232548228,0.2684931779658762,0.16370887452298555,0.29198744003665233,0.2125122730205794,0.2571288157725886,0.26713827527234996,0.2348647293225906,0.22335728527258045
Circulatory system,Adrenergic signaling in cardiomyocytes,0.16269814302900196,0.48915401034641426,0.37542381958753435,0.0503113535410832,0.36482090500095227,0.07668691217078462,0.27080761105221635,0.0674418899805254,0.07720371003079217,0.1644027831963254,0.22055372870333234
Translation,RNA transport,0.19494182117591438,0.3600662742530722,0.2735992969716373,0.12520754184443603,0.2832435517455974,0.1667921958383748,0.24883413349857858,0.14798083282449315,0.15393111646328927,0.19815948072477407,0.22021839370339444
Carbohydrate metabolism,Inositol phosphate metabolism,0.189426946028149,0.3503830657038267,0.26476107322007975,0.13729394105717194,0.3051300033568568,0.15836435565853185,0.21772986681125628,0.15224662931568164,0.16967465147122102,0.20084687441371218,0.2197270889360436
Infectious diseases: Viral,Epstein-Barr virus infection,0.1614857409390197,0.47948527595045615,0.35270258007662886,0.05273206701977036,0.39484789362012485,0.08380967786258209,0.2453396339535882,0.06980394258308431,0.07820734975577108,0.15416709876980553,0.21849570762231818
Cell growth and death,Ferroptosis,0.22809946397527497,0.19608135458389922,0.21072434634724396,0.2724504436172052,0.1891814938458687,0.18248985235655554,0.20885673663019774,0.2163922220075614,0.22685659953082396,0.23668440655397194,0.21610313139020323
Transport and catabolism,Autophagy - yeast,0.1551501628380356,0.5082237073025143,0.3640277839755527,0.03991602012728832,0.37225440006216876,0.0798852637330369,0.2404682693805025,0.06364321583238029,0.06352699242260514,0.13959283205550152,0.21394450980920773
Digestive system,Salivary secretion,0.14840423326044205,0.5099244203137794,0.38047648178566434,0.042388238148075214,0.3585594434369628,0.06302039270794225,0.2243645848413763,0.053533983238592694,0.06128156117349979,0.13303862424987808,0.20876163443807474
Membrane transport,Phosphotransferase system (PTS),0.21546561245299845,0.08669294111465743,0.11295297175632664,0.1548741580938787,0.13367551615654547,0.4783097998686654,0.19341330315717567,0.3134390921820994,0.24011655149050282,0.22371078184875332,0.20777278611267652
Cancers: Overview,MicroRNAs in cancer,0.18495038446513765,0.3032262742935998,0.25173590820776637,0.15902027373290673,0.23327288443176442,0.15299700705980962,0.20228643333823423,0.15563106289546755,0.14216811866968063,0.17765441414522726,0.19964910077697198
Infectious diseases: Bacterial,Epithelial cell signaling in Helicobacter pylori infection,0.19749097428818477,0.18867058810076964,0.18923872671968184,0.19570867588861218,0.19270396408481702,0.21689051298158513,0.20572456998733768,0.1959269752047935,0.20239500758981277,0.20720732029192004,0.19862905849809118
Aging,Longevity regulating pathway,0.13702008850783956,0.48434859145500997,0.3351441854286102,0.04338399262866993,0.42800879789492596,0.061108734302917904,0.1620513775172273,0.051991598143638185,0.0521552440133103,0.10089099316214158,0.19853235724229512
Signal transduction,Phosphatidylinositol signaling system,0.15371393266990277,0.4076934756451383,0.2898591102135946,0.08398673998395462,0.30129541550179917,0.10009553696692418,0.1912634612712023,0.09099190697320234,0.10034696165509376,0.13821964970033876,0.19351636952229398
Neurodegenerative diseases,Huntington's disease,0.14248522408268258,0.42841322607599774,0.31812883391403535,0.06951396365393137,0.2599111675046069,0.07335989129280955,0.24912399982028288,0.06824393022990174,0.08315750500948056,0.1544872271716226,0.19201282096443298
Metabolism of cofactors and vitamins,Vitamin B6 metabolism,0.19226210168472285,0.12473825303048966,0.15193402450918936,0.2319764576171698,0.14067586840356935,0.2090600660533123,0.18428251402349108,0.21763494371263903,0.23236811259680976,0.22507553977228928,0.1878944392558935
Metabolism of terpenoids and polyketides,Polyketide sugar unit biosynthesis,0.18919690050338311,0.12177828868322405,0.1445124350187897,0.21214720890877498,0.14224919597865116,0.21039271253758407,0.1906112620473677,0.2045114499618546,0.22712877301556397,0.19757819494252726,0.18138582086175029
Cancers: Overview,Central carbon metabolism in cancer,0.17360354439222686,0.21897946508450664,0.19010444765705614,0.12865834616511773,0.20358349241777132,0.18644183848232704,0.1862471635372645,0.1601612682600768,0.15757994224308544,0.17090644441218822,0.17912113983891395
Amino acid metabolism,Tyrosine metabolism,0.1771537064095595,0.12025850258805097,0.13548532669907767,0.1906268944014391,0.12912114686025603,0.23670558760289523,0.19413796896143634,0.2258933141924812,0.2144982222393465,0.20145343349083933,0.17892149853662537
Cancers: Overview,Proteoglycans in cancer,0.14533903207910234,0.3555792867339898,0.2647059818877014,0.06717909107874374,0.28710998833699275,0.0934782578726091,0.1940574505387407,0.0869111966934084,0.08641508140496293,0.13441180660504082,0.17881231969943628
Metabolism of cofactors and vitamins,Riboflavin metabolism,0.16834980200230382,0.13299575748092995,0.14111251279201062,0.19920240066104364,0.12861156707885302,0.20747927160300372,0.1818991687117004,0.18114651918057223,0.24153695686398988,0.23735836108411315,0.17864231265295613
Cancers: Specific types,Prostate cancer,0.16078316947149154,0.27801953634365806,0.22567770799280001,0.12348213968409517,0.2369227496160635,0.13769454915420604,0.17995062288246613,0.12707490456602397,0.12223141091247265,0.15350156867129106,0.1784855630367061
Metabolism of other amino acids,D-Glutamine and D-glutamate metabolism,0.17990181781351924,0.10325137247540009,0.1327228898898197,0.20698817060845232,0.13015941566486466,0.22943577126455744,0.18209241292616993,0.21918614243670756,0.22086878286654305,0.21410692979424084,0.17815178773444235
Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,0.1864114844197316,0.12620014251251327,0.15233540421651742,0.2346203574449558,0.1627024544547146,0.15915475288368613,0.17187462508609433,0.20454670447831075,0.21019447901189456,0.1759021323668601,0.17711536862998314
Cancers: Overview,Viral carcinogenesis,0.14299505470513665,0.3258276646518163,0.24561290012342818,0.0683379432759876,0.27057412443046497,0.10792598389519702,0.19458887212853188,0.09628889807073183,0.09108455775253425,0.13297122879686396,0.17390317127011307
Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,0.18667261717757394,0.12204606051904024,0.13968800834051293,0.21286827249817117,0.14069497764537198,0.20425334804452508,0.1545470605219945,0.17220068562983604,0.2201628328904986,0.2026412783502132,0.17345241864228955
"Folding, sorting and degradation",Sulfur relay system,0.20183696947227492,0.1016664526904339,0.13537514403432097,0.19241238519422965,0.15129423709855466,0.2329282241198904,0.1665282018191044,0.21780240266580553,0.18626872861896537,0.16750297403497505,0.1734383813632224
Signal transduction,Calcium signaling pathway,0.12095420645392098,0.4064125130792067,0.29874455510719083,0.03447370684541719,0.3034547598254944,0.05228569551049781,0.19507198266470566,0.0460864666372409,0.0538393174501393,0.11474918318817055,0.17181785547980163
Cell growth and death,Meiosis - yeast,0.1551439453914203,0.3236854899652866,0.27315856631261043,0.08306824231650949,0.2513502271770363,0.06774439472805051,0.19164994970014135,0.08335049053134197,0.0788622672034268,0.13793321902502872,0.17140999453801672
Nervous system,Dopaminergic synapse,0.12468467442309711,0.3872776824333136,0.2916220328497023,0.036396543083806986,0.28100777045469166,0.060299955746946056,0.20343784678278176,0.04970005457399148,0.059257270880745734,0.12029245919858214,0.1697645134918099
Circulatory system,Vascular smooth muscle contraction,0.12513854802601354,0.4136640638761753,0.3098808744379602,0.03395866142441992,0.29983674337753297,0.05353562600609066,0.17089230032920763,0.042798982977709274,0.04869353750427291,0.10207041358988873,0.16956565203835838
Immune system,Platelet activation,0.12615199182430642,0.4147568624493712,0.30802350951777535,0.032568038787727294,0.3075122888349159,0.05249708081489954,0.16003036510756696,0.04402407742455886,0.04482357076812546,0.09907131593076028,0.16877566516641165
Signal transduction,HIF-1 signaling pathway,0.1669322241740169,0.1976662743688654,0.17901534946832537,0.1482558244340638,0.19271670357935208,0.15223418183088167,0.16457160414760058,0.13890279483704657,0.1468461004386501,0.1576463890316596,0.16624427584129917
Cell growth and death,Cell cycle,0.11832422653565179,0.37892609598650545,0.2687670001030208,0.031846975198331115,0.29028849222349407,0.058388297341921705,0.207359093968059,0.0458837531676183,0.058559826326099386,0.11803471152260901,0.16613197760876183
Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,0.17347297801330572,0.11205889475076015,0.12876418414891722,0.18614599923876288,0.12454129857489644,0.20702892899797393,0.16261500647609675,0.19311542751741925,0.20080449378836318,0.1882860468582051,0.16499651770199542
Infectious diseases: Bacterial,Salmonella infection,0.18646122399265397,0.18859098025768914,0.16344024278592775,0.09634783008788907,0.1743718314488436,0.22237734023062136,0.1591285587733759,0.11215343047597827,0.12627148607658265,0.15136176303809265,0.15980038490063234
Immune system,Antigen processing and presentation,0.14668821799462103,0.21968146151894372,0.19086785612001347,0.12226319885440165,0.2142146006072917,0.1267392759869511,0.15606080686867235,0.12203350871280119,0.12082801638178182,0.14095758997903748,0.15911177837750407
Environmental adaptation,Circadian entrainment,0.10903536129240321,0.3944496253872017,0.285333750768229,0.02848201178114896,0.27679736751084927,0.047010253565863296,0.14692196589271822,0.03528095734344527,0.03998398599259161,0.0855753764646822,0.15385871661103523
Amino acid metabolism,Lysine degradation,0.12934775938456727,0.1075719072316778,0.1303382222168705,0.18782848094735394,0.12377692890279193,0.14151786596425475,0.15308967707120358,0.15741141597650077,0.19282640851692073,0.21574126952983333,0.15136320033242773
Digestive system,Pancreatic secretion,0.10901670895255733,0.3653565772796032,0.2617625307006287,0.02974387306259227,0.24710797549685623,0.048866767978435026,0.1790407647060055,0.042569828620744606,0.046839355639481384,0.10491787147973541,0.15119787237896998
Cell growth and death,Apoptosis,0.11334405179680167,0.26492766469523876,0.19333909588670012,0.08792683745458373,0.21006152538885714,0.07403080986764983,0.15263877390410804,0.07475720214516682,0.11139550405125978,0.15756214471539196,0.14810733143768198
Cellular community - eukaryotes,Gap junction,0.10613181372306113,0.3733028874343651,0.27686542596264035,0.029391925358244135,0.26517894849486057,0.0426446874966971,0.14304097791878878,0.03501654847002449,0.03995846972839723,0.08376412366492766,0.14809719340280014
Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",0.14506546442802942,0.10660937603806818,0.11767508596018644,0.16187877581944157,0.10979533365054674,0.17268341236539697,0.14881414882606556,0.1663131813816668,0.17839270840430044,0.17019879215553993,0.14538565899632566
Translation,mRNA surveillance pathway,0.11009232721700313,0.31731686251884716,0.23453954231537696,0.03425052049631837,0.22249527205509068,0.05869158930041114,0.17308240142652878,0.05076650369678859,0.05138125066608081,0.1081023066346527,0.14254778907824667
Environmental adaptation,Circadian rhythm,0.0942751430276963,0.36385850241436113,0.24579391450124283,0.016000744412315148,0.324608690500987,0.03398708068163489,0.09871558622484382,0.025938510482577923,0.02461468952617743,0.05518845158693967,0.13868987688128687
"Folding, sorting and degradation",Ubiquitin mediated proteolysis,0.09378396474508811,0.3319285202624396,0.24377914577426263,0.02327146893872659,0.23436211121451336,0.044041668638830286,0.16937855398252974,0.034805021371287874,0.04215286844911381,0.09644289326320948,0.13850817210225075
Metabolism of terpenoids and polyketides,Biosynthesis of ansamycins,0.14819905752213736,0.07702420671869932,0.10545268036252929,0.1541187581430827,0.10524733410152486,0.2006230352080606,0.12614016099497583,0.1648413053196245,0.16045477467565214,0.1403931530600442,0.1357584251027601
Sensory system,Olfactory transduction,0.09569272085598324,0.3330719783721412,0.2487688464496745,0.025554836971814484,0.25028647938335746,0.03968529323507286,0.1250934214999326,0.031438215049730024,0.03586736203589849,0.07546605851256381,0.1340474367542398
Transport and catabolism,Phagosome,0.10352048614463782,0.2965898750113441,0.21667421024410732,0.03606176356015876,0.21276866797756067,0.0469459189080019,0.16632690576236533,0.04170609296757007,0.04871905376846729,0.10298025220557938,0.13352259848689518
Signal transduction,Sphingolipid signaling pathway,0.1001817173122252,0.30489080192164647,0.21768159460759745,0.028662277678498004,0.23539401027185441,0.04866457333944206,0.1540881055126294,0.04129185239921086,0.04044327874809042,0.09242443937724243,0.1333837853938976
Endocrine and metabolic diseases,Non-alcoholic fatty liver disease (NAFLD),0.0880887836454792,0.3402149730194546,0.22877069279632822,0.016009328502665104,0.3196721363686453,0.03604578973319958,0.09240294188550634,0.029296503175021756,0.024291483513048634,0.05150697496604322,0.1325657239638166
Carbohydrate metabolism,Ascorbate and aldarate metabolism,0.13205234866222,0.10879497318445992,0.11670705254839518,0.13472729804253553,0.1114960561709793,0.20207516034264641,0.12622067941767146,0.13777465031045127,0.13942086755808586,0.13251630948901863,0.13235360508013497
Endocrine system,Thyroid hormone synthesis,0.12006511158793401,0.20693696954942106,0.18392634824033954,0.10631395898418622,0.16791927746682794,0.08301928063742779,0.13399875905006942,0.08451388957439337,0.08792904641382941,0.10474938284720012,0.1310598358594444
Immune system,IL-17 signaling pathway,0.1239323633826466,0.14466192503054406,0.13956995548541642,0.11682946966288046,0.1302868106102154,0.11935917166370803,0.1339584998387216,0.11508836897094886,0.11252672509721058,0.12818615163286126,0.1269968234183365
Signal transduction,Ras signaling pathway,0.0913840303515848,0.2843664525601665,0.20737951545284328,0.02556342106216444,0.2366233714944892,0.04512616715706526,0.14691391405044865,0.03577452057383071,0.04089406608219112,0.08401685661373062,0.12669658161606653
Metabolism of other amino acids,D-Alanine metabolism,0.12842135983888855,0.08723572186293353,0.10550777169490767,0.15454796266058043,0.09040582296816209,0.12469894826620395,0.12345084567694173,0.14274553713076182,0.15029079610489124,0.14649244155782232,0.12358030566315542
Signal transduction,Hippo signaling pathway,0.09228556011080236,0.26672969677951536,0.19965098853919275,0.02595828921826234,0.2006342994329014,0.041955387591039284,0.14326642950233656,0.03633859283712836,0.04370085514357279,0.09037730249193845,0.12004681058241458
Digestive system,Carbohydrate digestion and absorption,0.09147729205081419,0.1292686630094341,0.09781072554261618,0.09642508690103865,0.10782708174487761,0.11959812896433608,0.1477996167001006,0.15956194148032304,0.11733228818715193,0.1347572083017382,0.1188707985361208
Immune system,Th17 cell differentiation,0.1171677814652072,0.1363971835034601,0.12929148690168155,0.1130267176378506,0.12547128167595692,0.11376205642976654,0.1152943294578743,0.10952696899999859,0.10593502351366273,0.11451329910262113,0.11865945950127621
Metabolism of other amino acids,Taurine and hypotaurine metabolism,0.12620794884384404,0.07876110511318282,0.10297357040550291,0.14907989710765943,0.09034212549548672,0.1189915450473572,0.11596263236624803,0.14616522522700384,0.14206605361290314,0.12779020334640329,0.11824146052460947
Cardiovascular diseases,Hypertrophic cardiomyopathy (HCM),0.08083924089204692,0.31176602473314363,0.20640361185071227,0.013331092313479306,0.28967699648581047,0.02794881350807239,0.0739642230882068,0.02395544393192212,0.018558829490711526,0.04266974618956639,0.11816971443159949
Neurodegenerative diseases,Alzheimer's disease,0.10365726997017428,0.196812299324911,0.16061484445395163,0.07796929264863653,0.1397012970716361,0.0788742905380721,0.12952193474819232,0.07414024810718502,0.08518179530223462,0.09942514205908441,0.11712315729225846
Nervous system,Long-term potentiation,0.08634789859319701,0.26704089107519363,0.20032782490841264,0.02523722562886617,0.1983730391529255,0.040797363749534146,0.13808909492300747,0.03279551393328999,0.04061338717605295,0.08030168226632713,0.1169313144783405
Translation,Ribosome biogenesis in eukaryotes,0.10363240018371311,0.17620834212035058,0.13727185990620464,0.071282286266022,0.13283470951723048,0.09448004040216514,0.14593964113583152,0.09078037987446572,0.08575165853590909,0.10741992767288472,0.11631757344357048
Infectious diseases: Parasitic,Amoebiasis,0.09778800036533716,0.20054663087305052,0.1570968693720761,0.08787533291248399,0.17138441998036844,0.06432546719598772,0.11169515596337959,0.06366965671972236,0.07208344634912016,0.08876823605122627,0.11514468079262495
Signal transduction,MAPK signaling pathway,0.08368061399523608,0.2634730122898588,0.19360668235825215,0.02298819395717809,0.2296230192474653,0.03977719988916058,0.11229099229132726,0.03120906069276535,0.03397915848551446,0.07137178474195587,0.11500742739730153
Cell motility,Regulation of actin cytoskeleton,0.08642872539919583,0.2620979677275594,0.1849179922231501,0.021211287254737518,0.21367317208955103,0.04039297447154823,0.12063270088259463,0.03456705338520918,0.034004674749708835,0.0726017517594636,0.11350231914176638
Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,0.11572533385045909,0.0896022459254173,0.09600845195480968,0.12458948733923932,0.08122064740837277,0.1647610587830364,0.10742767956051112,0.11026731384557677,0.14041600186166664,0.12196892109230843,0.11325354736274268
Cellular community - prokaryotes,Biofilm formation - Pseudomonas aeruginosa,0.13876097356012174,0.0780735828320331,0.10527166598471467,0.14284784751359247,0.0865330166294992,0.13411938031019416,0.10367552106289471,0.12601726907234084,0.11716217975918941,0.10819497538254713,0.11315060731625012
Cellular community - eukaryotes,Focal adhesion,0.08581319818428176,0.2615913723625017,0.18549251611795306,0.021666244043285102,0.213246399022626,0.039694483900481636,0.11795143740683013,0.033139245468737005,0.0325672585334255,0.07088316770760349,0.11268035846750002
Sensory system,Inflammatory mediator regulation of TRP channels,0.07981336220052347,0.2582985024896267,0.19013592841841523,0.022284298548481827,0.19811824926222402,0.03873865469796946,0.12593081309596718,0.031438215049730024,0.036777442125498,0.07358741025979515,0.11141466380494378
Endocrine system,Regulation of lipolysis in adipocytes,0.0800744949583658,0.28019065933676246,0.20896929390147606,0.01988075325049457,0.20886401290256007,0.03181808364516495,0.09609873748723581,0.026440887342077397,0.026094632849451405,0.059114236725012315,0.11053187492138636
Endocrine system,Thyroid hormone signaling pathway,0.07989418900652229,0.25430363618231466,0.1834462666296138,0.02229288263883178,0.20094004730174322,0.03755305886023801,0.12423992621935892,0.03079482012440614,0.03467660304016081,0.07366323014443603,0.11017080490982534
Signal transduction,MAPK signaling pathway - yeast,0.08275421444955733,0.2552372190693496,0.18144723828331316,0.020764914556539883,0.20785122308702156,0.038711082701743144,0.1189820732173342,0.02996633898768771,0.031214896531123422,0.06784194789034119,0.1097988170145454
Excretory system,Vasopressin-regulated water reabsorption,0.0838547025004643,0.2452066308412074,0.1833754349165559,0.023777930269373904,0.18265250289664256,0.03827912142753091,0.12864428394080996,0.032751445787719866,0.03636067647698982,0.0775384686927481,0.10875070017753025
Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,0.11041563444099839,0.06860748658209805,0.08383326749919115,0.1273793167029745,0.08451380674568976,0.12452432562343729,0.11138918595713619,0.124016575263457,0.13316938283046306,0.1152462246541497,0.10667474257326362
Infectious diseases: Viral,Influenza A,0.076605159747032,0.24154467005950467,0.1730890961424813,0.02305686667997773,0.20867929023180146,0.03819640543885198,0.10633262901185055,0.033086363694052844,0.034378913291226394,0.06895397286507421,0.10643376928261059
Infectious diseases: Viral,HTLV-I infection,0.07733260100102134,0.22931401053168343,0.1744978602132995,0.02650767100065943,0.18288181379827392,0.03763577484891695,0.12021400508457736,0.03427620362444633,0.03678594754689613,0.07025975976722285,0.10424551344580661
Nervous system,Long-term depression,0.07696577165071901,0.26326313706719207,0.19706956610774937,0.020043850967143707,0.18247414997315153,0.03087144510806155,0.09823247568867004,0.023964257561036144,0.025839470207507615,0.060512692375055355,0.10393591345749188
Cancers: Overview,Choline metabolism in cancer,0.06928100763421617,0.2385268090990896,0.16332218993083125,0.019125353299698576,0.20216940852437795,0.038499697397341416,0.10969024723825836,0.031447028678844045,0.028501667105121142,0.06410992467968415,0.10228653316709971
Endocrine system,GnRH signaling pathway,0.07078562971511722,0.23635568610598526,0.16992527962589524,0.020490223665341343,0.18204100715895893,0.03526458317345405,0.12097087825791628,0.027569031868672694,0.03334125188065499,0.06773243027919325,0.10180926567881603
Cell growth and death,Cell cycle - yeast,0.071077849706036,0.22618035634496947,0.16859521745847472,0.02104818953808838,0.16578541213220283,0.032819866174720984,0.1264944420548366,0.027022586863603097,0.034821195203928956,0.07538181419629617,0.09980115492337403
Endocrine system,Renin secretion,0.06989031740251495,0.23600830642708856,0.17138913502909178,0.01941721237159703,0.181200200519644,0.031716986325668474,0.1113167193767101,0.02523342015345586,0.032278074205889205,0.06246716051246491,0.09957655845829935
Infectious diseases: Bacterial,Vibrio cholerae infection,0.07386948323630282,0.21680834209140226,0.16495918952150265,0.022670582614229776,0.16658800028791257,0.03543001515081193,0.11776624503463017,0.029481589386416294,0.0362586114202123,0.07558400055533854,0.09877097460961137
Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,0.09449275365923157,0.07268196073249059,0.07806441798014241,0.10717236801918166,0.07539232865857581,0.1176680892284942,0.10182359734089519,0.1085398425392277,0.12419616325543983,0.12143818189982222,0.09846527386548196
Signal transduction,Wnt signaling pathway,0.07151928841572186,0.22343750429701426,0.16546288170324772,0.01999234642504398,0.17116147882600463,0.03388598336213841,0.11740391213249982,0.027789372596523337,0.0338941042715332,0.06590432861618517,0.09812837916786996
Infectious diseases: Viral,Herpes simplex infection,0.0748580572481345,0.20967982159737622,0.15675058099712635,0.02370925754657427,0.1658618490994133,0.039317666618722026,0.11357928705445736,0.03307755006493882,0.035535650601371566,0.07143075576334322,0.09711067643550031
Substance dependence,Amphetamine addiction,0.07287469177785585,0.21683005332133332,0.16454206943349506,0.02097093272493879,0.16512932816364645,0.03409736866654014,0.11468238944538749,0.028177172277540474,0.03502532531748399,0.06801886095450327,0.0969336507494866
Signal transduction,Hedgehog signaling pathway - fly,0.06739090386316693,0.2186827449421157,0.15823017678100243,0.017022251163959733,0.17442278942698392,0.030503818491710712,0.11733949739434332,0.024581211599017952,0.03215049288491731,0.06373082525647972,0.09557281452880843
Digestive system,Bile secretion,0.06767068896085514,0.20368752213640817,0.15848202287187496,0.024104125702672178,0.14373334709198743,0.03776444416463974,0.1188049326874038,0.03608299759282162,0.033604919943996905,0.0735284392384078,0.09371911384310529
Infectious diseases: Viral,Measles,0.06604171794764824,0.2064593224909381,0.14806976105236408,0.02016402823204307,0.19037263658489822,0.03487857522628567,0.09277332662990624,0.02868836276615397,0.02977748031484008,0.061430955422372785,0.09324262620365867
Substance dependence,Alcoholism,0.06942400890636792,0.19404049897038111,0.14527584348174702,0.021391553152086563,0.1601354463058969,0.03576087910552768,0.12114801878784667,0.028133104131970347,0.036871001760877396,0.07373905002907694,0.09302504837811756
Nervous system,Neurotrophin signaling pathway,0.06456196565320836,0.19908474139102694,0.1437411563654926,0.0200266827864438,0.16240944608040786,0.03527377383886282,0.11104295673954497,0.02582393330409559,0.03340929525184,0.06478387920982538,0.0905903603088011
Transcription,Spliceosome,0.06207498700709094,0.2061481281952598,0.15436591332417715,0.02019836459344289,0.15797610198220166,0.029354985315614344,0.0986350678021482,0.024493075307877695,0.029258649609554377,0.05678909359602509,0.0886228016928865
Metabolism of other amino acids,beta-Alanine metabolism,0.08675825006980638,0.04932791440333125,0.07209881370259952,0.10191890472500953,0.07110548874752295,0.11162982205493169,0.09369123664863643,0.11015273666709442,0.10337489167282672,0.09745382505842133,0.08809874327437892
Drug resistance: Antineoplastic,Platinum drug resistance,0.07356482835215343,0.14217237066511773,0.10647580510669892,0.03327193419642356,0.12259852565829744,0.09524286563109312,0.0885300057538465,0.05670688971964198,0.048344815226949736,0.06489339682097332,0.0852437166818845
Signal transduction,Phospholipase D signaling pathway,0.05999214239096759,0.19888210324500383,0.13572930259961044,0.01786349201825527,0.1671994960255962,0.032727959520633274,0.08935129366534193,0.027172418558541536,0.022964637774940934,0.05114472440609231,0.08517353028654867
Signal transduction,Hedgehog signaling pathway,0.05729998800654548,0.20257301233328126,0.14852623209207053,0.013717376379227257,0.1533707747077719,0.024897512592360442,0.10055945810457378,0.02044761954453985,0.027327918952179717,0.05474195671072111,0.0849910456586755
Infectious diseases: Bacterial,Pertussis,0.0771833822822543,0.10611001774965417,0.09194743373949024,0.0661318320560493,0.09441239399944329,0.10638195210652349,0.0997703775621566,0.053340083398084125,0.07375901436455104,0.06819577401866533,0.08427826382159823
Endocrine system,Aldosterone synthesis and secretion,0.05800877692068895,0.2016321923696027,0.14559852128567743,0.016507205742962463,0.14345307821221576,0.02786609751939345,0.09735482488128766,0.023171030940773822,0.027889276764456048,0.05491886977488319,0.08397802201932826
Digestive system,Protein digestion and absorption,0.07253894966063,0.07647418889377955,0.09118402527653291,0.12078673531420946,0.0657676405373264,0.05420654458093093,0.08373915960345643,0.07493347472744734,0.10429347718382437,0.10058771362357803,0.08361383261241898
Cancers: Specific types,Glioma,0.05829477946499245,0.20000385012477442,0.13717741762212743,0.015339769455368654,0.1543963040178455,0.03112878373950713,0.0932000742701931,0.02181373205721385,0.024291483513048634,0.052113534043170325,0.0834024935775744
Signal transduction,Hippo signaling pathway - fly,0.06262833975585207,0.1853342957680326,0.13342333683005891,0.01786349201825527,0.14169502796637537,0.029557179954607302,0.09923895597236543,0.02466053426104418,0.029037508653203092,0.06066433214433713,0.08259768957772347
Infectious diseases: Viral,Hepatitis C,0.05744920672531253,0.17744588222642005,0.12971647718002893,0.016644551188561736,0.14897564909317093,0.031946752960887746,0.09562367879333158,0.027004959605375044,0.027481016537345988,0.05782529868611722,0.08116588711287241
Endocrine and metabolic diseases,Type II diabetes mellitus,0.07722068696194605,0.11375960776202523,0.09008219862896562,0.05151312619007683,0.10402434262615763,0.08650254282735197,0.07779690000851884,0.06872867983117317,0.05907865703138509,0.06542413601345955,0.08071513448504893
Drug resistance: Antineoplastic,EGFR tyrosine kinase inhibitor resistance,0.058263692231915985,0.1898791799002644,0.12842576596430727,0.014172333167774843,0.15491225354651603,0.03009942921372479,0.08795027311043795,0.022853740292668893,0.023330370895060366,0.05024331022202842,0.08063247050832005
Transport and catabolism,Mitophagy - animal,0.05584510549856679,0.20905019592937596,0.1375866675197953,0.009081967590251839,0.1562944887035717,0.024447169987330666,0.08083244454414415,0.017098440481210047,0.018541818647915275,0.041540872351579834,0.08008657632237466
Cancers: Specific types,Breast cancer,0.0557394089061068,0.1937654900579212,0.13003915498395938,0.012258081019734995,0.15477848885389775,0.02871163873700038,0.08545420200687337,0.02087067374201309,0.020455538462493685,0.04621643190443459,0.07953288364805862
Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,0.0937901821917034,0.05281618534558561,0.07937873976688338,0.09326614165225541,0.06134703593365526,0.08234836206258751,0.08006751952853565,0.10117164859990213,0.07307858065270093,0.06107712929404864,0.07735320614846236
Xenobiotics biodegradation and metabolism,Benzoate degradation,0.0868452943224205,0.04555016039532965,0.06039584066736696,0.08651904663719119,0.07107364001118527,0.08743999069904661,0.06934246562547758,0.09894180043405361,0.0895790981650659,0.08437068274205477,0.07726118398568871
Endocrine and metabolic diseases,Type I diabetes mellitus,0.08158533448588214,0.04935686270990598,0.0658105316211262,0.09867411857272673,0.05974185962223577,0.09192503541852681,0.07216866226209423,0.08926443566685327,0.08877958855364204,0.08090824134345422,0.07666927871835649
Endocrine system,Melanogenesis,0.05391147960121049,0.16614880558563366,0.1271350547485856,0.017048003435009593,0.12710830672371412,0.02683674299361111,0.09844987542994826,0.02140830511796866,0.02970943694365507,0.056241505540285334,0.07601108629987376
Immune system,Fc gamma R-mediated phagocytosis,0.053488693231370524,0.1766136184123967,0.12159444074939009,0.014103660444975208,0.1456187922831786,0.02667131101625323,0.08332046380543914,0.022580517790134095,0.021093445067353157,0.046966206319216705,0.0755112031953152
Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,0.0648168809644354,0.05963351154393332,0.06522813753598349,0.08947197371757554,0.05535947350216986,0.08186125679592265,0.06651626898886091,0.07433414794769358,0.10925213785893198,0.10346886923993177,0.07548624803252912
Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",0.08022371367713284,0.06220267375244016,0.07128818409760358,0.08880241467027908,0.05786278417831216,0.0758046082915426,0.07496265152963263,0.08002775235535425,0.09106754690973799,0.07458991762338023,0.07500898054424543
