Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,F_JC5,S_JC1,S_JC2,S_JC3,S_JC4,S_JC5,Total
Signal transduction,PI3K-Akt signaling pathway,0.151800468852081,0.16289288622435882,0.14197898747685592,0.1550563385116704,0.15902165388506737,0.15128728595985103,0.1465932776158616,0.1485455756394259,0.14519155178959184,0.14234434861037912,0.1501277764806195
Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",0.14241301897185607,0.14659994992961817,0.14704566061364038,0.14111859738627333,0.1443355364380347,0.14433380159683734,0.15224243565870085,0.1500085244904202,0.15637614604241365,0.1607634209195201,0.1487936370053224
Endocrine and metabolic diseases,Type I diabetes mellitus,0.14496504425912404,0.1427334172865379,0.15271381003829262,0.15409084667527523,0.14782465860857177,0.14539782470741933,0.1509511995346233,0.1477109445641791,0.14705565083172883,0.14547354518120398,0.14801249411760442
Signal transduction,HIF-1 signaling pathway,0.1493685388724492,0.143511587378227,0.1434775809398485,0.1432558827335071,0.14960195944611074,0.14458580707039623,0.14483681671178555,0.13268758520973714,0.13847322529255002,0.13554800642144474,0.14230883661413501
"Folding, sorting and degradation",Protein processing in endoplasmic reticulum,0.14351389262518735,0.14508008646928788,0.13802351629562376,0.14293405212137536,0.1328485604985722,0.14289643704394592,0.14297591759179146,0.14784223484567857,0.14117948075473868,0.14491286589248475,0.14225250419434768
Cell motility,Flagellar assembly,0.15963668767533915,0.18689456998989473,0.11705340232708117,0.13549068770745695,0.09282187479420727,0.1151011666640066,0.17446878688271197,0.12640440745226145,0.18554882293027286,0.12619072369754958,0.14045268338214179
Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,0.11678267873384317,0.12047045731961986,0.13976677807910495,0.14026863448756643,0.1207909774481103,0.13756698795497838,0.1313263093252978,0.15131204942816517,0.13381770890305056,0.1748940543446735,0.13813554318155538
Metabolism of cofactors and vitamins,Riboflavin metabolism,0.11558172565748177,0.12703626746824673,0.12543329230381525,0.12210583506956822,0.1162728916347875,0.14658318378675186,0.13693748983507592,0.15088066707466685,0.14616618225324723,0.15914199703052126,0.13538182672761695
Cancers: Overview,Central carbon metabolism in cancer,0.13942064422325556,0.1345991080468502,0.13241653395109365,0.1354494273725683,0.14128606236941516,0.12994148899580765,0.13590260205916083,0.1319279771524901,0.1388801098550469,0.13254003780493753,0.13518090776370875
Amino acid metabolism,Lysine degradation,0.12038553796292738,0.1358393166304797,0.15442648828171274,0.1435282009437724,0.1544474427821381,0.13174286145495082,0.13482973675018464,0.11521659989305469,0.11590532572150095,0.1297896785913554,0.13353975660057055
Cancers: Overview,MicroRNAs in cancer,0.12636027951782536,0.14127434836462083,0.12050934235398245,0.12127237630481683,0.1339897747205709,0.13301222235880295,0.11819557726942106,0.12853318558800322,0.13634417816320574,0.12850920832387502,0.1284961272822763
Cancers: Overview,Pathways in cancer,0.12917251130497162,0.1326658417253101,0.12026467403349386,0.13010208797099498,0.12689927980028376,0.13134151940446812,0.1267784997412306,0.1275860199857569,0.12494194798160654,0.12506936512011116,0.12739388960177045
Carbohydrate metabolism,Inositol phosphate metabolism,0.12919252718957766,0.13262936500226216,0.13384376582061042,0.12547267839648477,0.12976166957021498,0.1176865561519996,0.1141414756151482,0.10990872136957519,0.11897115358775667,0.10926427057594491,0.12146020805083603
Metabolism of other amino acids,beta-Alanine metabolism,0.09355424464855308,0.10411672648646599,0.11072260953443899,0.11813659085327693,0.10044555996575608,0.12988548777946124,0.12703484808939303,0.1276797987582565,0.12510280932026813,0.13036551137436436,0.11751318317106889
Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis,0.11500126500390709,0.11310215926393864,0.10971335271242359,0.11740215689225837,0.09728383531792358,0.1167345354741105,0.12009445392247628,0.11641696818105005,0.11775049990026597,0.12135675901913251,0.11474256699119428
Endocrine system,Estrogen signaling pathway,0.112339152351306,0.11515701466230518,0.1108245546679759,0.11505856987058119,0.10939754365799194,0.10823168412551253,0.10984051999597819,0.10920538057582793,0.10743644936255382,0.10795349331988512,0.11042750363548313
Immune system,IL-17 signaling pathway,0.11336997040851621,0.11463418163195156,0.11048813572730411,0.1150173095356925,0.10916368828463156,0.108427688382725,0.1095082165816935,0.10912097968057825,0.10745537422592577,0.10780195837698803,0.11038619319430573
Immune system,Antigen processing and presentation,0.11224908087057889,0.11480440633950856,0.11063085891425577,0.1150420657366257,0.10914497985476271,0.10792367743560724,0.10944175589883659,0.10903657878532858,0.10739859963580993,0.1077564978941189,0.11023127903989052
Cancers: Specific types,Prostate cancer,0.11224908087057889,0.11460986381658628,0.11042696864718196,0.11498430126778156,0.10907950035022182,0.10806368047647327,0.10922338508373523,0.10893342213557898,0.10727558802389227,0.10776407464126375,0.11015523027317758
Endocrine system,Progesterone-mediated oocyte maturation,0.11229912058209396,0.11470713507804743,0.11052891378071888,0.11491003266498193,0.10902337506061531,0.10799834572406913,0.10930883453312272,0.10892404425832901,0.1070768769584868,0.10759738620407695,0.11012330856863142
Immune system,Th17 cell differentiation,0.11221905704366987,0.11448827473975985,0.1103861905937672,0.11488527646404871,0.10891112448140232,0.1077090061062793,0.10918540755067414,0.1088771548720792,0.10704848966342888,0.10756707921549755,0.11001909359202482
Carbohydrate metabolism,Ascorbate and aldarate metabolism,0.09122239409195138,0.09780625339917462,0.09734740801439629,0.10429787453161267,0.08867795757826111,0.11542784042602738,0.1122046214290319,0.1167170602530489,0.10621579567506312,0.11538628226898724,0.10507122938736907
Translation,RNA transport,0.11033756389070366,0.10185516965749453,0.10913226545126319,0.10455368860792251,0.09911726144506906,0.10690632200531397,0.10231147406661431,0.10079342468261043,0.10062349854865221,0.10348321250442102,0.10387979870886657
Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation,0.10267148008659673,0.1149016776009697,0.08709172758058305,0.10046066338696517,0.09740544011207097,0.10964104807023076,0.10131456382376032,0.10756425205708427,0.11243261329274834,0.09928569458617172,0.10300664620216261
Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,0.09657664322406262,0.10057848435081707,0.10125190662885998,0.09499779504770355,0.09800410986787358,0.0992248218297968,0.10469456426619858,0.10524791637634322,0.10442739608641396,0.10918850310449638,0.10155890301362766
Signal transduction,AMPK signaling pathway,0.09962906562648118,0.10658498474604236,0.08834565272308705,0.0992971219431043,0.10975300382549974,0.10812901522887744,0.09971001305192867,0.1062888607510892,0.10342437832770067,0.0958003908995387,0.10153730891937585
Biosynthesis of other secondary metabolites,"Neomycin, kanamycin and gentamicin biosynthesis",0.11053772273676389,0.09918020996731321,0.09451333330207017,0.10328287029335108,0.10094133335728012,0.09466072269756365,0.09436467527357828,0.09561683644063043,0.09150171440337287,0.09539124655371656,0.0979404839159534
Digestive system,Protein digestion and absorption,0.07528974994555679,0.07993265910569046,0.08982385715937226,0.09524535705703566,0.07692906362063495,0.09729277986584535,0.1046091148168111,0.11009627891457449,0.0903756850327419,0.11048412686626646,0.09387703870195908
Lipid metabolism,Biosynthesis of unsaturated fatty acids,0.09737727860830354,0.09102158291226023,0.09765324341500702,0.0926624600930041,0.09474884307069692,0.08654054632733289,0.09139293331154688,0.08744870535591201,0.09142601494988506,0.0872159363844187,0.09158618696394011
Biosynthesis of other secondary metabolites,Carbapenem biosynthesis,0.0869590106708684,0.08395725754864505,0.08372753817386498,0.08590401723823783,0.08758351443093447,0.07744968220709754,0.08191753881280144,0.08171882235618416,0.08351542206041043,0.07893455175509287,0.08305651973447188
Signal transduction,FoxO signaling pathway,0.07559999615695016,0.08602427185469425,0.08075074027458717,0.0887592324125347,0.08990335973466956,0.08074442043547853,0.07858501028668954,0.08296608003042934,0.08056314337438641,0.08064689660982995,0.08248005130531465
Signal transduction,MAPK signaling pathway - plant,0.08441699332590344,0.07762246664598842,0.08753009165479177,0.0906572078174141,0.08271932266503829,0.07782302364940699,0.07543287504261792,0.0747229259277112,0.07334330799798791,0.0815182225314882,0.08073844066022234
Membrane transport,Phosphotransferase system (PTS),0.07361842358095384,0.08164706508894301,0.06565266599777067,0.06973821802885187,0.07013790357824913,0.08898593277445986,0.08289546028912485,0.08893040996140628,0.09928929568092983,0.07893455175509287,0.079915987331327
Metabolism of terpenoids and polyketides,Zeatin biosynthesis,0.0786424106170657,0.07342764349547683,0.08415570773472,0.08296628139416361,0.07783642246927328,0.0791017180893169,0.0811010218519877,0.08136246302068553,0.07625773695726804,0.08070751058698879,0.07973947908265998
Neurodegenerative diseases,Alzheimer's disease,0.08094423734675839,0.0802609496131218,0.07862008698366574,0.07758593372467935,0.08307478283254607,0.07915771930566332,0.07743618991159115,0.07101866441397552,0.0756805286244236,0.07255493065912548,0.07742703325038917
Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,0.07396870156155926,0.06411392021057283,0.07790647104890736,0.0743016110675402,0.06967019283152835,0.07710434137296128,0.07715135841363288,0.07866163437269598,0.07521686947181085,0.08556420550684044,0.07583752013872272
Signal transduction,Phosphatidylinositol signaling system,0.06820412679502454,0.06587696182455596,0.0628593693388593,0.061618184122759066,0.06457214569227177,0.05802659367094787,0.06227365983694536,0.06107811452901393,0.06139225677860219,0.06563736051587343,0.0631007600248024
Metabolism of terpenoids and polyketides,Biosynthesis of vancomycin group antibiotics,0.057976009761346606,0.056794257785622165,0.053653723780476247,0.05900227889081657,0.04945573435825595,0.06054664840653672,0.0628907947491883,0.061715810182011464,0.06011482850099564,0.06403109012116431,0.05882982373125801
Xenobiotics biodegradation and metabolism,Benzoate degradation,0.05712533466559061,0.06042977118273221,0.08831506918302597,0.06475396957429898,0.07516111699803037,0.046919685762241425,0.05120320894963353,0.04475123023682703,0.051362079191469276,0.0439224031987208,0.05787217259487302
Translation,Ribosome biogenesis in eukaryotes,0.05877664514558754,0.05970023672177367,0.059576736038970776,0.054711204062393555,0.05599433059741255,0.06293603363731727,0.0582195581826725,0.05696122641627985,0.05895094940362078,0.053522141831251285,0.05772758605075215
Cancers: Overview,Viral carcinogenesis,0.06102843216376516,0.060356817736636356,0.06329773341306802,0.05829260113073123,0.05877253243293402,0.05259447568534522,0.05501045663900921,0.05162521426105047,0.056415017711779626,0.05167341552790683,0.05664600359083499
Global and overview maps,Degradation of aromatic compounds,0.061098487759886244,0.0625818978425599,0.042133923690805306,0.05259867491609298,0.05086822081335273,0.06339337690414636,0.049674613243924096,0.05625788562253257,0.06307656961870564,0.05145368986070605,0.055090289931040946
Endocrine and metabolic diseases,Type II diabetes mellitus,0.05930706608764716,0.05799798964620375,0.05858786824366274,0.05765719197344551,0.058145800032328165,0.048487719819941155,0.05214315289289585,0.04894314136756083,0.05538361265800841,0.05097635479058022,0.05457954265830229
Excretory system,Proximal tubule bicarbonate reclamation,0.0525717209177203,0.061621344135631154,0.04944338976540182,0.05300302619800207,0.06358995312415812,0.05656122850988323,0.053244501351667875,0.05317256400729449,0.051201217852807714,0.05051417321474411,0.054274408717787465
Cell growth and death,Apoptosis,0.04192327030731589,0.04489068716431535,0.056457214952741294,0.04632710401301318,0.04466637631183511,0.05134378185360853,0.06090646864674561,0.060074681663267814,0.04795560378451848,0.05321149519831226,0.05090666888816693
Cancers: Overview,Proteoglycans in cancer,0.05146083932208601,0.0509701410056365,0.04633406319252603,0.048464389360246954,0.04895060675179751,0.046481009567527806,0.04419635409985983,0.04290378841858418,0.044880313486576784,0.043967863681589926,0.04670051487737799
Metabolism of other amino acids,Phosphonate and phosphinate metabolism,0.04326433457591945,0.042945261935092585,0.0411042778420825,0.04467669061746586,0.04214073827954286,0.04636900713483497,0.05085191676881831,0.045679640084573446,0.052156923453091135,0.051499150343575176,0.04629586032857217
Aging,Longevity regulating pathway,0.039401268846956945,0.04005144190662372,0.0502691453470508,0.051286596266632865,0.043721600603459115,0.0444836328511722,0.04400646643455432,0.04588595338407265,0.044501816219137805,0.04811234436982527,0.04543960754780442
Digestive system,Carbohydrate digestion and absorption,0.04249372301858755,0.05174831109732561,0.034549205755659125,0.034312094493428716,0.03564891311505834,0.05334115856996414,0.040265679428035564,0.06043104099876643,0.052327247223438664,0.045384715397677695,0.04485938362399469
Drug resistance: Antineoplastic,Platinum drug resistance,0.051550910802813106,0.04344377715008092,0.04599764425185423,0.04553490558315047,0.050325676347156616,0.04248625613481658,0.039420679317426,0.0362736292028598,0.03795381349244349,0.04048255999495692,0.043244520923423936
Xenobiotics biodegradation and metabolism,Naphthalene degradation,0.0452759309788248,0.05073912175966629,0.029237864298386065,0.040294843052287733,0.03896030520184151,0.0512877806372621,0.03830983647538871,0.0461579118243216,0.05032121170601209,0.04229340256257711,0.04315532792542729
Lipid metabolism,Secondary bile acid biosynthesis,0.04398490642173629,0.04129165049025324,0.04754721028161527,0.04629409574510224,0.045236983422834456,0.03659679488238485,0.03957258944967042,0.04250053969683573,0.04319600064647333,0.040300718063480415,0.0426304975477418
Cellular community - prokaryotes,Biofilm formation - Pseudomonas aeruginosa,0.03577839373326672,0.03939486089176104,0.03558904611773562,0.033610668800321104,0.03255266797176673,0.04639700774300818,0.049646130094128264,0.04208791309783733,0.059225359922514036,0.04207367689537633,0.0416474968224525
Metabolism of terpenoids and polyketides,Limonene and pinene degradation,0.03536806809884324,0.04258049470461332,0.038606622070428184,0.0445941699476885,0.03477897112615768,0.04383028532713064,0.045060342976999956,0.04508883381782573,0.042808040947348386,0.042316132804011676,0.041595858770980765
Lipid metabolism,Primary bile acid biosynthesis,0.04275392951846586,0.03859237298470665,0.04423399344166567,0.04352140124058274,0.04287036704442728,0.03570077542084214,0.038689611805999745,0.04065309787859288,0.04130351430927844,0.03929301069321478,0.04077340544208542
Metabolism of cofactors and vitamins,Lipoic acid metabolism,0.037860045732293145,0.034920382864548676,0.04404029768794554,0.043315099566139326,0.03957768338751295,0.03944352337999448,0.04032264572762722,0.04071874301934262,0.03972328821772071,0.04092201132935847,0.040248575064399925
Xenobiotics biodegradation and metabolism,Nitrotoluene degradation,0.04582636780549044,0.04118222032110946,0.042898512192332136,0.03573970208057714,0.038876117267431766,0.040815553180481745,0.04275320784353788,0.03506388303761448,0.04464375269442742,0.03187537523840235,0.039621407457434074
Metabolism of terpenoids and polyketides,Insect hormone biosynthesis,0.0324157251194548,0.0393827019840784,0.03567060222456515,0.04132635142450481,0.032618147476307646,0.041963578115583336,0.04255382579496708,0.04307259020908353,0.0400260860316719,0.04076289963931653,0.03910690469004292
Infectious diseases: Parasitic,Amoebiasis,0.03688927532890102,0.03397198806530258,0.04037027288061674,0.03634210296995192,0.04131756736531427,0.03150068419486071,0.0389459601541622,0.036451808870609115,0.03750907920320269,0.03864898718590216,0.03726389568933339
Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,0.03625877496381128,0.03789931524679603,0.03493659726309939,0.03707653693097047,0.03418030137035507,0.03601811564680518,0.03462601576846162,0.03662998853835843,0.038691883163949496,0.03875506164593012,0.03655035170536026
Immune diseases,Primary immunodeficiency,0.036208735252296224,0.03636729287878311,0.036506552319567814,0.03673820218488327,0.03394644599699468,0.035812777853534976,0.03778764539579853,0.036536209765858786,0.03715896923082164,0.037201828481234975,0.036448014476079905
Neurodegenerative diseases,Amyotrophic lateral sclerosis (ALS),0.027762031948554373,0.03002034306844383,0.036526941346275196,0.039783214899668067,0.029727695061573182,0.026581910692433576,0.027723599134605953,0.030187386867633326,0.03010945762477068,0.030935858592440406,0.03105512415510407
Endocrine system,Prolactin signaling pathway,0.03588848109859985,0.041741530074511,0.029054363058019627,0.029913742794295116,0.03939995330375905,0.026889917382338882,0.026812138341139456,0.02819927689064101,0.028803642052106206,0.024275897852113412,0.03066924707956071
Signal transduction,MAPK signaling pathway - yeast,0.02475964925765087,0.026311876225237927,0.0333156696398625,0.036234826099241335,0.027426558187706913,0.025713891839064078,0.026289947261549276,0.028593147735139487,0.027961485632054476,0.03004180242934759,0.028844076678450504
Lipid metabolism,Synthesis and degradation of ketone bodies,0.02827243700600797,0.03549185152563286,0.04623211805898913,0.03289273897325802,0.04024183264785647,0.02274582737270387,0.022796014219927704,0.02130653711191765,0.022520587412619177,0.01854030026345865,0.028639402219889788
Glycan biosynthesis and metabolism,N-Glycan biosynthesis,0.019315328644812522,0.02028105801464735,0.021938592737143242,0.021339845204426805,0.0184371576357334,0.02482720591357911,0.02378343007951641,0.02448563749965536,0.022425963095759432,0.028018810941671475,0.022674737838072327
Neurodegenerative diseases,Huntington's disease,0.021346940932323893,0.020633666337443977,0.024976557716543186,0.019573902871191175,0.023984207091841927,0.019955100091440654,0.02096359824972943,0.021269025602917796,0.02285177252162828,0.0208739383840738,0.02159409425181829
Infectious diseases: Bacterial,Salmonella infection,0.023678791488925613,0.030993055683055215,0.014751460822791017,0.019796708679590064,0.013198797272460594,0.018265730064990347,0.02452399197420794,0.019674786470423956,0.025860825797768154,0.01936616570224778,0.020748169081344886
Cell growth and death,Apoptosis - fly,0.02473963337304485,0.01942993447686239,0.022907071505743892,0.01947487806745834,0.021935634021204884,0.017603049004891052,0.01735573260892455,0.017639787107181823,0.018745077169915372,0.018161462906215932,0.01971165255725761
Infectious diseases: Bacterial,Pertussis,0.012950277340097101,0.020366170368425845,0.014914573036450076,0.016776452165738472,0.018128468542897683,0.02252182250731819,0.01721331685994541,0.02654877049464739,0.023504680307960515,0.021851338765760012,0.019554860655516145
Signal transduction,MAPK signaling pathway - fly,0.014941857858396423,0.013836836942846932,0.01879868262420638,0.015167299105079841,0.01749238192735741,0.01686569965632987,0.017839946155453625,0.0174897410711824,0.017723134547830133,0.01838118857341671,0.016930708767088663
Biosynthesis of other secondary metabolites,Penicillin and cephalosporin biosynthesis,0.019515487490872757,0.01587953343353084,0.016902503140419838,0.018492882097107685,0.018521345570143143,0.013384290706794153,0.014393485030158434,0.016420663064686536,0.0148844050420378,0.013001698100570103,0.016078211480973402
Cancers: Specific types,Renal cell carcinoma,0.0143213654356097,0.01662122680217202,0.009715371226067615,0.013145542695534376,0.015181890838556727,0.022596490795780085,0.01649174373178443,0.0172834277716832,0.017306787553647257,0.01663095998295535,0.015953341283778105
Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,0.019285304817903488,0.01896789598492198,0.01311014417284675,0.012427612868471294,0.01451774157821321,0.015194996701995036,0.01511505815831941,0.0160924373609378,0.016814741105976583,0.015054996576825639,0.015520520525078615
Xenobiotics biodegradation and metabolism,Chlorocyclohexane and chlorobenzene degradation,0.020286099048204654,0.017144059832525635,0.01551604932431785,0.014738191622237537,0.01953160078306004,0.012021594442364622,0.013833316417507149,0.012707023673700886,0.014742468566748183,0.012380404834692047,0.015139337817850866
Lipid metabolism,Steroid hormone biosynthesis,0.012089594302038096,0.013897631481260143,0.013874732674373582,0.01297224928900191,0.014050030831492423,0.015680340576997333,0.01649174373178443,0.01860570846392809,0.014524832637970771,0.017350750961716517,0.015033245093918022
Cell growth and death,Meiosis - yeast,0.012289753148098331,0.013593658789194088,0.008247361303136098,0.01200675745260673,0.008718128318875458,0.015344333278918817,0.02021354197177263,0.017874234038430917,0.025236305306493838,0.01513834079541904,0.01491494701236458
Xenobiotics biodegradation and metabolism,Styrene degradation,0.012630023186400727,0.01303434903579254,0.019359380858659393,0.0136241625802431,0.01688435795662039,0.011536250567362322,0.014773260360769475,0.014048060120445705,0.014363971299309204,0.013819986792214379,0.01438448339270035
Endocrine system,Thyroid hormone synthesis,0.01287021380167301,0.013934108204308071,0.01329364541321319,0.012114034323317304,0.011973395116052131,0.016007014339018112,0.014640338995055612,0.014545087614693784,0.013852999988266584,0.013986675229401174,0.013709433228915248
Lipid metabolism,Arachidonic acid metabolism,0.010578395014283334,0.01330184500481067,0.011275131769182354,0.01190773264887389,0.011421496434921604,0.014074972375066655,0.01297882192363231,0.013241562676948822,0.012376860645254572,0.01216067916749127,0.012318961333830774
Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,0.01348069828215672,0.013508546435415592,0.011173186635645442,0.010752443271990769,0.01162728916347875,0.011349579846207592,0.010234945159967541,0.009931172007711616,0.011951051219385722,0.00973612008113787,0.011267422831133534
Infectious diseases: Viral,HTLV-I infection,0.015512310569668088,0.01291275995896612,0.014160179048276935,0.010183050650526944,0.012862045534821627,0.008913526935138366,0.009361461899562147,0.00921845333671437,0.01043706214962981,0.008811756929465637,0.011078709224845905
Metabolism of terpenoids and polyketides,Nonribosomal peptide structures,0.013180460013066369,0.01232913239019929,0.01162174522320785,0.01268342694478113,0.01254400222705149,0.00812017637023076,0.00957033833139822,0.009359121495463828,0.010039640018818885,0.007841933294924277,0.010628988740210212
Infectious diseases: Bacterial,Bacterial invasion of epithelial cells,0.016352977723121068,0.013751724589068436,0.010479959727594449,0.014036765929129929,0.01342329843088657,0.008026841009653396,0.006560618836305724,0.005861173281227347,0.011127819662705946,0.007531286661985247,0.010585800551706576
Lipid metabolism,Ether lipid metabolism,0.010898649167979708,0.006237519641195497,0.008104638116184422,0.00816129424098148,0.007726581535827391,0.011825590185152154,0.011649608266493666,0.009912416253211688,0.009396194664172621,0.008925408136638452,0.009326770969459256
Signaling molecules and interaction,Neuroactive ligand-receptor interaction,0.013340587089914556,0.009945986484401398,0.011764468410159526,0.00973743903372917,0.011318600070643031,0.005824126500027581,0.007177753748548664,0.006283177757475716,0.0080714542281362,0.006629653751747577,0.008893950210759768
Transport and catabolism,Autophagy - yeast,0.009187291034164713,0.011490167760096969,0.007900747849110601,0.007847715695827491,0.00873683674874429,0.007793502608209984,0.008421517956299822,0.006555136197724665,0.009046084691791568,0.005917439520131265,0.008150362269566721
Biosynthesis of other secondary metabolites,Phenazine biosynthesis,0.00569451917041364,0.005228330303536187,0.008471640596917301,0.00461290544055475,0.007137265994959201,0.012618940750059758,0.009247529300378836,0.007108430955472526,0.010531686466489555,0.00937243621818486,0.00806116927157008
Metabolism of terpenoids and polyketides,Biosynthesis of siderophore group nonribosomal peptides,0.009977918476102635,0.006894100656058182,0.007268688021181752,0.0066759221849888965,0.004985796560043583,0.006561475848588765,0.004804157932229662,0.00816813108471843,0.007210372944712526,0.013191116779191462,0.0077006417849310276
Replication and repair,Fanconi anemia pathway,0.005314217362899197,0.005653892072428668,0.009511480958993793,0.004406603766111336,0.004555502673060459,0.013346956562563204,0.007728427977934673,0.00921845333671437,0.008043066933078276,0.007478249431971266,0.00752413353626399
Xenobiotics biodegradation and metabolism,Atrazine degradation,0.005074026747626917,0.00820726268578355,0.008930393697833402,0.010405856458925831,0.008989400551973514,0.006272136230798932,0.006731517735080692,0.005664237858978107,0.007778118845870992,0.005758327830089323,0.007367341634522528
Transcription,Basal transcription factors,0.006274979823988318,0.007027848640567247,0.006310403765934789,0.00490172778477553,0.004003603991929932,0.009790879324565597,0.009247529300378836,0.009612324181212849,0.010124801903992654,0.006250816394504859,0.00731288696206142
Infectious diseases: Bacterial,Staphylococcus aureus infection,0.0075359805541677875,0.00460822601172143,0.0036394412672677216,0.006758442854766261,0.003451705310799404,0.011909592009671784,0.008801293286910863,0.008186886839218357,0.009405657095858597,0.007629784374868354,0.007280026383852131
Endocrine system,Renin-angiotensin system,0.008166480919257523,0.006115930564369075,0.006524488546362303,0.007897228097693911,0.0065011793794189305,0.01071489939428151,0.008649383154666446,0.005467302436728869,0.004892077181648787,0.00549314168001942,0.007036858105103395
Xenobiotics biodegradation and metabolism,Xylene degradation,0.010538363245071288,0.006906259563740824,0.006707989786728742,0.007649666088361813,0.0071746828546968636,0.006962817899071434,0.005971967073858612,0.006386334407225317,0.006888650267389394,0.00478092744840311,0.006936398623149284
Xenobiotics biodegradation and metabolism,Dioxin degradation,0.010318188514405031,0.006918418471423466,0.007248298994474369,0.0073855999450742425,0.007268225004041021,0.006664144745223866,0.005725113108961435,0.006311311389225607,0.00670886406535588,0.004508164551188352,0.006832183646542683
Metabolism of other amino acids,D-Arginine and D-ornithine metabolism,0.006084828920231096,0.00746556931714237,0.007656079528622014,0.007789951226983335,0.008007207983859864,0.005926795396662682,0.006835955950998728,0.005739260876977817,0.007077898901108884,0.005591639392902527,0.006784301089723433
"Folding, sorting and degradation",Proteasome,0.0044135025556281465,0.0043042533196553726,0.0055254262377005744,0.0029542399780296967,0.003470413740668235,0.00801750747359566,0.0057630906420225395,0.006667670724724229,0.005658534148212717,0.004477857562608934,0.005099961738081607
Infectious diseases: Viral,Epstein-Barr virus infection,0.004463542267143205,0.0042434587812421615,0.005933206771848218,0.002797450705452702,0.0035078306004058986,0.007578831278882044,0.005620674893043399,0.006039352948976657,0.005573372263038947,0.004394513344015537,0.004983541403854413
Signal transduction,Phospholipase D signaling pathway,0.005754566824231711,0.0031126803667564282,0.004862782869710653,0.004423107900066808,0.005518986811305279,0.005049443007235451,0.004111067953864513,0.003657372127485864,0.00483530259153294,0.007508556420550683,0.004976030414549432
Translation,mRNA surveillance pathway,0.0024519458642378593,0.003039726920660574,0.004475391362270391,0.0017246819983469457,0.0023572621634727637,0.006057464901470994,0.004054101654272857,0.006723937988224012,0.004116157783398883,0.005424950955715732,0.004073772824288677
Endocrine system,Oxytocin signaling pathway,0.0027722000179342325,0.004559590380990861,0.0043938352554408625,0.00429932689540076,0.0025630548920299095,0.005441451521660384,0.0034939330416215724,0.004445113816482819,0.004135082646770832,0.003371652479460196,0.003929186280167807
Xenobiotics biodegradation and metabolism,Metabolism of xenobiotics by cytochrome P450,0.004023192805810692,0.002249397921288825,0.0030277704660462558,0.003069768915718009,0.003143016217963685,0.003976086360595752,0.003854719605702061,0.003394791564486879,0.004362181007234218,0.006031090727304081,0.0037958662200044064
Metabolism of cofactors and vitamins,Retinol metabolism,0.003062430344721571,0.00285734330542094,0.0037311918874509417,0.0032265581882950046,0.0040784377114052575,0.0036867467428059204,0.0035983712575396085,0.0028977640702388,0.004021533466539138,0.005720444094365052,0.0037526780315007696
Cancers: Overview,Choline metabolism in cancer,0.003793010132841423,0.002918137843834151,0.004302084635257643,0.002912979643141014,0.004677107467207864,0.005786792355796634,0.002610955397950903,0.0027664737887393076,0.003198301909859362,0.003871717791020585,0.0036925901170609277
Replication and repair,Non-homologous end-joining,0.0028722794409643494,0.004474478027212365,0.005066673136784475,0.0036061532692708872,0.0040503750666020105,0.003770748567325549,0.002658427314277283,0.0030290543517382928,0.0027819549156764866,0.002333638120615147,0.003409050270797922
Neurodegenerative diseases,Prion diseases,0.0054643364974443715,0.004936516519152772,0.004822004816295889,0.00424981449353434,0.0036668522542909654,0.0017640383149122,0.0018893822697899263,0.002241312662741337,0.003737660515959905,0.0014850424403914572,0.0033330015040849968
Xenobiotics biodegradation and metabolism,Drug metabolism - cytochrome P450,0.003452740094539026,0.001969743044588052,0.0028850472790945803,0.0029542399780296967,0.002516283817357831,0.003556077237997609,0.003133146477541084,0.0027102065252395248,0.003614648904042237,0.005531025415743693,0.003313285157159424
Transport and catabolism,Endocytosis,0.0028922953255703728,0.0026871185978639476,0.003272438786534842,0.002335334954699453,0.0028810981998000445,0.0033974071250160885,0.0027533711469300433,0.002419492330490649,0.003718735652587956,0.005962900003000392,0.003299202052212586
Infectious diseases: Parasitic,African trypanosomiasis,0.004123272228840808,0.0013131620297253679,0.0018859849704328528,0.002492124227276448,0.002619180181636404,0.001988043180297876,0.003921180288558993,0.0023819808214907935,0.00306582786625572,0.004682429735520003,0.0029189582186479597
Xenobiotics biodegradation and metabolism,Caprolactam degradation,0.0037729942482353997,0.003465288689553054,0.003099132059522093,0.0034823722646048385,0.002338553733603932,0.0023893852307805457,0.002658427314277283,0.002110022381241845,0.002857654369164282,0.0017729588318959233,0.0027555942012646383
Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,0.0018614772683601707,0.0005836275687668303,0.0015597605431147377,0.0026901738347421262,0.00186148877194873,0.002865395569725108,0.0028388205963175276,0.0033010127919872417,0.003822822401133675,0.004659699494085439,0.0027124060127610016
